created_at,sensor1,sensor2,sensor3,sensor4,value
2024-02-16T14:45:13+00:00,1297,0,102,1347,0
2024-02-16T14:45:30+00:00,1508,755,1913,1570,0
2024-02-16T14:45:50+00:00,1302,386,1640,1366,0
2024-02-16T14:46:25+00:00,1508,277,1640,1570,0
2024-02-16T14:46:54+00:00,1439,350,1708,1570,0
2024-02-16T14:47:11+00:00,1782,376,2050,1092,0
2024-02-16T14:47:27+00:00,1302,250,1708,1366,0
2024-02-16T14:47:44+00:00,1576,376,1845,1707,0
2024-02-16T14:48:01+00:00,1576,522,1982,1229,0
2024-02-16T14:48:21+00:00,1782,369,1708,1366,0
2024-02-16T14:48:40+00:00,1302,232,1913,1570,0
2024-02-16T14:49:07+00:00,1302,321,1298,1912,0
2024-02-16T14:49:24+00:00,1439,390,1503,1502,0
2024-02-16T14:49:40+00:00,1371,380,1503,1366,0
2024-02-16T14:49:57+00:00,1371,184,1435,1161,0
2024-02-16T14:50:19+00:00,1302,84,1298,1024,0
2024-02-16T14:50:47+00:00,959,1298,1230,1092,0
2024-02-16T14:51:03+00:00,1096,0,1230,1092,0
2024-02-16T14:51:20+00:00,1096,1235,1230,1092,0
2024-02-16T14:51:37+00:00,1096,1245,1230,1092,0
2024-02-16T14:52:03+00:00,1028,1250,1298,1092,0
2024-02-16T14:52:32+00:00,1096,1266,1298,1024,0
2024-02-16T14:53:01+00:00,1027,1266,1298,1092,0
2024-02-16T14:53:22+00:00,1028,1272,1298,1092,0
2024-02-16T14:53:52+00:00,959,1272,1230,1092,0
2024-02-16T14:54:14+00:00,891,24,1298,1092,0
2024-02-16T14:54:31+00:00,1027,1269,1298,1092,0
2024-02-16T14:54:47+00:00,1028,1264,1230,1092,0
2024-02-16T14:55:16+00:00,1096,1264,1230,1161,0
2024-02-16T14:55:32+00:00,1164,1259,1298,1161,0
2024-02-16T14:55:53+00:00,1027,1259,1298,1092,0
2024-02-16T14:56:22+00:00,1027,1291,1298,1092,0
2024-02-16T14:56:39+00:00,1028,1291,1298,1092,0
2024-02-16T14:56:56+00:00,1164,1275,1298,1161,0
2024-02-16T14:57:13+00:00,1164,1301,1298,1161,0
2024-02-16T14:57:29+00:00,1234,1285,1298,1092,0
2024-02-16T14:57:46+00:00,1096,1291,1298,1161,0
2024-02-16T14:58:03+00:00,1164,1280,1230,1092,0
2024-02-16T14:58:20+00:00,1028,1275,1367,1161,0
2024-02-16T14:58:37+00:00,1027,1269,1298,1092,0
2024-02-16T14:58:54+00:00,1096,1280,1298,1161,0
2024-02-16T14:59:11+00:00,1096,1301,1298,1161,0
2024-02-16T14:59:33+00:00,1096,1259,1367,1161,0
2024-02-16T14:59:49+00:00,1164,1269,1298,1092,0
2024-02-16T15:32:39+00:00,356,288,227,136,1
2024-02-16T15:33:15+00:00,205,52,478,0,1
2024-02-16T15:33:45+00:00,274,0,0,0,1
2024-02-16T15:34:02+00:00,274,0,0,0,1
2024-02-16T15:34:19+00:00,68,0,68,0,1
2024-02-16T15:34:36+00:00,0,0,0,0,1
2024-02-16T15:34:53+00:00,548,5,136,0,1
2024-02-16T15:35:10+00:00,342,26,68,68,1
2024-02-16T15:35:26+00:00,411,66,68,0,1
2024-02-16T15:35:53+00:00,411,126,136,0,1
2024-02-16T15:36:17+00:00,205,5,0,0,1
2024-02-16T15:36:33+00:00,205,31,68,0,1
2024-02-16T15:36:50+00:00,411,42,68,0,1
2024-02-16T15:37:07+00:00,342,10,0,68,1
2024-02-16T15:37:24+00:00,411,5,0,0,1
2024-02-16T15:37:41+00:00,205,21,0,0,1
2024-02-16T15:37:57+00:00,342,67,136,68,1
2024-02-16T15:38:14+00:00,617,10,68,68,1
2024-02-16T15:38:35+00:00,342,10,136,0,1
2024-02-16T15:39:09+00:00,342,5,68,68,1
2024-02-16T15:39:39+00:00,342,5,68,0,1
2024-02-16T15:39:56+00:00,342,5,68,68,1
2024-02-16T15:40:12+00:00,342,5,68,68,1
2024-02-16T15:40:34+00:00,274,31,68,68,1
2024-02-16T15:41:19+00:00,274,174,410,204,1
2024-02-16T15:41:36+00:00,548,325,683,341,1
2024-02-16T15:41:53+00:00,1439,818,1025,956,1
2024-02-16T15:42:09+00:00,1370,1190,1161,1024,1
2024-02-16T15:42:26+00:00,1439,1222,1367,1092,1
2024-02-16T15:42:43+00:00,1508,1328,1503,1366,1
2024-02-16T15:43:00+00:00,1371,31,1161,1229,1
2024-02-16T15:43:21+00:00,1507,74,1503,1297,1
2024-02-16T15:43:54+00:00,1712,260,1435,1502,1
2024-02-16T15:44:29+00:00,2055,281,1708,1366,1
2024-02-16T15:44:56+00:00,1301,47,1708,1502,1
2024-02-16T15:45:13+00:00,1644,1131,1093,1297,1
2024-02-16T15:45:29+00:00,1370,1190,888,956,1
2024-02-16T15:45:46+00:00,1575,1094,1161,1024,1
2024-02-16T15:46:03+00:00,1712,1253,1367,956,1
2024-02-16T19:54:26+00:00,173,37,142,41,2
2024-02-16T19:54:56+00:00,1095,202,1025,887,2
2024-02-16T19:55:12+00:00,1300,122,1367,1297,2
2024-02-16T19:55:46+00:00,1232,138,1503,1229,2
2024-02-16T19:56:19+00:00,1232,223,1093,956,2
2024-02-16T19:56:41+00:00,31,154,1161,1092,2
2024-02-16T19:57:09+00:00,1232,100,1367,1297,2
2024-02-16T19:57:26+00:00,1232,175,1572,819,2
2024-02-16T19:57:43+00:00,1163,201,1161,683,2
2024-02-16T19:57:59+00:00,1232,201,1367,1161,2
2024-02-16T19:58:21+00:00,1232,239,1367,1161,2
2024-02-16T19:58:50+00:00,1163,302,1161,1092,2
2024-02-16T19:59:06+00:00,1232,154,1845,1092,2
2024-02-16T19:59:23+00:00,1437,349,1640,1502,2
2024-02-16T19:59:40+00:00,1300,270,1435,1297,2
2024-02-16T20:02:20+00:00,1232,106,1913,956,2
2024-02-16T20:03:03+00:00,1437,116,888,819,2
2024-02-16T20:03:30+00:00,1095,79,1435,1434,2
2024-02-16T20:03:53+00:00,958,259,1025,956,2
2024-02-16T20:04:22+00:00,1026,1351,1572,1639,2
2024-02-16T20:04:39+00:00,1437,37,1093,1570,2
2024-02-16T20:05:00+00:00,1095,69,1640,1775,2
2024-02-16T20:05:26+00:00,958,154,1777,1161,2
2024-02-16T20:05:47+00:00,958,1275,1230,614,2
2024-02-16T20:06:03+00:00,1026,1243,956,546,2
2024-02-16T20:06:20+00:00,1163,1179,683,614,2
